company_id,type,rule_id,text,confidence_pct
NESTLEIND,con,CON-FB-01,No predefined negative financial signal was triggered from the available financial data,61
NHPC,pro,PRO-02,Free cash flow has remained positive for at least five consecutive years,92
NHPC,pro,PRO-05,Latest annual operating profit margin is above 25%,85
NHPC,pro,PRO-07,Strong interest coverage or debt-free balance sheet,87
NHPC,con,CON-08,Debt-to-equity ratio has increased for three consecutive annual periods,87
NHPC,con,CON-10,ROCE is below 10%,90
NHPC,con,CON-11,Borrowings-to-EBITDA proxy is above 3; direct net debt cannot be calculated from the available database fields,82
NHPC,con,CON-12,Five-year revenue CAGR is below 5%,86
NTPC,pro,PRO-05,Latest annual operating profit margin is above 25%,85
NTPC,pro,PRO-11,"Revenue CAGR is higher than PAT CAGR, indicating stronger revenue growth relative to profit growth",76
NTPC,con,CON-11,Borrowings-to-EBITDA proxy is above 3; direct net debt cannot be calculated from the available database fields,82
ONGC,pro,PRO-02,Free cash flow has remained positive for at least five consecutive years,92
ONGC,pro,PRO-07,Strong interest coverage or debt-free balance sheet,87
ONGC,con,CON-FB-01,No predefined negative financial signal was triggered from the available financial data,61
PFC,pro,PRO-01,ROE has remained above 20% for at least three consecutive years,90
PFC,pro,PRO-05,Latest annual operating profit margin is above 25%,85
PFC,con,CON-06,Interest coverage ratio is below 1.5,92
PFC,con,CON-10,ROCE is below 10%,90
PFC,con,CON-11,Borrowings-to-EBITDA proxy is above 3; direct net debt cannot be calculated from the available database fields,82
PIDILITIND,pro,PRO-07,Strong interest coverage or debt-free balance sheet,87
PIDILITIND,pro,PRO-12,Assets have grown while borrowings declined across recent annual periods,84
PIDILITIND,con,CON-FB-01,No predefined negative financial signal was triggered from the available financial data,61
PNB,pro,PRO-01,ROE has remained above 20% for at least three consecutive years,90
PNB,pro,PRO-04,Five-year revenue CAGR is above 15%,88
PNB,con,CON-06,Interest coverage ratio is below 1.5,92
PNB,con,CON-10,ROCE is below 10%,90
POWERGRID,pro,PRO-02,Free cash flow has remained positive for at least five consecutive years,92
POWERGRID,pro,PRO-05,Latest annual operating profit margin is above 25%,85
POWERGRID,pro,PRO-08,Dividend yield is above 2% with positive free cash flow,84
POWERGRID,con,CON-FB-01,No predefined negative financial signal was triggered from the available financial data,61
RECLTD,pro,PRO-05,Latest annual operating profit margin is above 25%,85
RECLTD,pro,PRO-09,Five-year EPS CAGR is above 15%,86
RECLTD,con,CON-01,Debt-to-equity ratio is above 2 for a non-financial company,91
RECLTD,con,CON-02,Free cash flow has been negative for three consecutive annual periods,92
RECLTD,con,CON-11,Borrowings-to-EBITDA proxy is above 3; direct net debt cannot be calculated from the available database fields,82
RELIANCE,pro,PRO-08,Dividend yield is above 2% with positive free cash flow,84
RELIANCE,con,CON-10,ROCE is below 10%,90
SBILIFE,pro,PRO-03,The latest annual debt-to-equity ratio is zero,88
SBILIFE,pro,PRO-04,Five-year revenue CAGR is above 15%,88
SBILIFE,pro,PRO-07,Strong interest coverage or debt-free balance sheet,87
SBILIFE,pro,PRO-11,"Revenue CAGR is higher than PAT CAGR, indicating stronger revenue growth relative to profit growth",76
SBILIFE,con,CON-FB-01,No predefined negative financial signal was triggered from the available financial data,61
SBIN,pro,PRO-03,The latest annual debt-to-equity ratio is zero,88
SBIN,pro,PRO-06,Five-year PAT CAGR is above 20%,88
SBIN,pro,PRO-07,Strong interest coverage or debt-free balance sheet,87
SBIN,pro,PRO-09,Five-year EPS CAGR is above 15%,86
SBIN,con,CON-06,Interest coverage ratio is below 1.5,92
SBIN,con,CON-10,ROCE is below 10%,90
SHREECEM,pro,PRO-07,Strong interest coverage or debt-free balance sheet,87
SHREECEM,pro,PRO-08,Dividend yield is above 2% with positive free cash flow,84
SHREECEM,con,CON-FB-01,No predefined negative financial signal was triggered from the available financial data,61
SHRIRAMFIN,pro,PRO-04,Five-year revenue CAGR is above 15%,88
SHRIRAMFIN,pro,PRO-05,Latest annual operating profit margin is above 25%,85
SHRIRAMFIN,pro,PRO-06,Five-year PAT CAGR is above 20%,88
SHRIRAMFIN,con,CON-02,Free cash flow has been negative for three consecutive annual periods,92
SHRIRAMFIN,con,CON-06,Interest coverage ratio is below 1.5,92
SHRIRAMFIN,con,CON-11,Borrowings-to-EBITDA proxy is above 3; direct net debt cannot be calculated from the available database fields,82
SIEMENS,pro,PRO-07,Strong interest coverage or debt-free balance sheet,87
SIEMENS,pro,PRO-08,Dividend yield is above 2% with positive free cash flow,84
SIEMENS,pro,PRO-09,Five-year EPS CAGR is above 15%,86
SIEMENS,pro,PRO-10,ROE has improved for three consecutive annual periods,82
SIEMENS,con,CON-FB-01,No predefined negative financial signal was triggered from the available financial data,61
SUNPHARMA,pro,PRO-05,Latest annual operating profit margin is above 25%,85
SUNPHARMA,pro,PRO-06,Five-year PAT CAGR is above 20%,88
SUNPHARMA,pro,PRO-07,Strong interest coverage or debt-free balance sheet,87
SUNPHARMA,pro,PRO-08,Dividend yield is above 2% with positive free cash flow,84
SUNPHARMA,pro,PRO-09,Five-year EPS CAGR is above 15%,86
SUNPHARMA,con,CON-FB-01,No predefined negative financial signal was triggered from the available financial data,61
TATACONSUM,pro,PRO-02,Free cash flow has remained positive for at least five consecutive years,92
TATACONSUM,pro,PRO-04,Five-year revenue CAGR is above 15%,88
TATACONSUM,pro,PRO-06,Five-year PAT CAGR is above 20%,88
TATACONSUM,pro,PRO-07,Strong interest coverage or debt-free balance sheet,87
TATACONSUM,con,CON-FB-01,No predefined negative financial signal was triggered from the available financial data,61
TATAMOTORS,pro,PRO-08,Dividend yield is above 2% with positive free cash flow,84
TATAMOTORS,pro,PRO-12,Assets have grown while borrowings declined across recent annual periods,84
TATAMOTORS,con,CON-FB-01,No predefined negative financial signal was triggered from the available financial data,61
TATAPOWER,pro,PRO-04,Five-year revenue CAGR is above 15%,88
TATAPOWER,pro,PRO-11,"Revenue CAGR is higher than PAT CAGR, indicating stronger revenue growth relative to profit growth",76
TATAPOWER,con,CON-11,Borrowings-to-EBITDA proxy is above 3; direct net debt cannot be calculated from the available database fields,82
TATASTEEL,pro,PRO-02,Free cash flow has remained positive for at least five consecutive years,92
TATASTEEL,con,CON-04,Latest annual net profit is negative,94
TATASTEEL,con,CON-05,Revenue has declined for two consecutive annual periods,88
TATASTEEL,con,CON-10,ROCE is below 10%,90
TATASTEEL,con,CON-11,Borrowings-to-EBITDA proxy is above 3; direct net debt cannot be calculated from the available database fields,82
TCS,pro,PRO-01,ROE has remained above 20% for at least three consecutive years,90
TCS,pro,PRO-02,Free cash flow has remained positive for at least five consecutive years,92
TCS,pro,PRO-05,Latest annual operating profit margin is above 25%,85
TCS,pro,PRO-07,Strong interest coverage or debt-free balance sheet,87
TCS,pro,PRO-10,ROE has improved for three consecutive annual periods,82
TCS,pro,PRO-11,"Revenue CAGR is higher than PAT CAGR, indicating stronger revenue growth relative to profit growth",76
TCS,con,CON-FB-01,No predefined negative financial signal was triggered from the available financial data,61
TECHM,pro,PRO-02,Free cash flow has remained positive for at least five consecutive years,92
TECHM,pro,PRO-07,Strong interest coverage or debt-free balance sheet,87
TECHM,pro,PRO-11,"Revenue CAGR is higher than PAT CAGR, indicating stronger revenue growth relative to profit growth",76
TECHM,con,CON-07,Dividend payout ratio is above 100%,89
TITAN,pro,PRO-01,ROE has remained above 20% for at least three consecutive years,90
TITAN,pro,PRO-04,Five-year revenue CAGR is above 15%,88
TITAN,pro,PRO-06,Five-year PAT CAGR is above 20%,88
TITAN,pro,PRO-08,Dividend yield is above 2% with positive free cash flow,84
TITAN,pro,PRO-09,Five-year EPS CAGR is above 15%,86
TITAN,pro,PRO-10,ROE has improved for three consecutive annual periods,82
TITAN,pro,PRO-11,"Revenue CAGR is higher than PAT CAGR, indicating stronger revenue growth relative to profit growth",76
TITAN,con,CON-08,Debt-to-equity ratio has increased for three consecutive annual periods,87
TITAN,con,CON-11,Borrowings-to-EBITDA proxy is above 3; direct net debt cannot be calculated from the available database fields,82
TORNTPHARM,pro,PRO-02,Free cash flow has remained positive for at least five consecutive years,92
TORNTPHARM,pro,PRO-05,Latest annual operating profit margin is above 25%,85
TORNTPHARM,pro,PRO-06,Five-year PAT CAGR is above 20%,88
TORNTPHARM,pro,PRO-09,Five-year EPS CAGR is above 15%,86
TORNTPHARM,con,CON-FB-01,No predefined negative financial signal was triggered from the available financial data,61
TRENT,pro,PRO-04,Five-year revenue CAGR is above 15%,88
TRENT,pro,PRO-06,Five-year PAT CAGR is above 20%,88
TRENT,pro,PRO-08,Dividend yield is above 2% with positive free cash flow,84
TRENT,pro,PRO-09,Five-year EPS CAGR is above 15%,86
TRENT,pro,PRO-10,ROE has improved for three consecutive annual periods,82
TRENT,con,CON-FB-01,No predefined negative financial signal was triggered from the available financial data,61
TVSMOTOR,pro,PRO-09,Five-year EPS CAGR is above 15%,86
TVSMOTOR,pro,PRO-10,ROE has improved for three consecutive annual periods,82
TVSMOTOR,con,CON-01,Debt-to-equity ratio is above 2 for a non-financial company,91
TVSMOTOR,con,CON-02,Free cash flow has been negative for three consecutive annual periods,92
